location,crowd_count,temperature,hour
Kumbh Mela Ground (Main Venue),11485,12,11
Shri Bade Hanuman Temple,6419,45,18
Prayagraj Junction,2854,26,23
Dashashwamedh Ghat (Prayagraj),2460,27,4
Saraswati Ghat,2483,39,19
Saraswati Ghat,4043,43,20
Shri Bade Hanuman Temple,6088,28,0
Prayagraj Junction,2609,15,4
Saraswati Ghat,3529,45,9
Prayagraj Junction,4812,22,14
Dashashwamedh Ghat (Prayagraj),3968,20,2
Triveni Sangam (Confluence Zone),8992,26,21
Prayagraj Junction,8921,28,14
Triveni Sangam (Confluence Zone),8672,39,21
Kumbh Mela Ground (Main Venue),4320,42,3
Dashashwamedh Ghat (Prayagraj),5662,22,18
Triveni Sangam (Confluence Zone),10321,16,18
Triveni Sangam (Confluence Zone),10220,40,20
Alopankari Temple Area,500,45,4
Alopankari Temple Area,3977,33,9
Shri Bade Hanuman Temple,5137,40,5
Shri Bade Hanuman Temple,2355,37,1
Kumbh Mela Ground (Main Venue),5217,11,2
Kumbh Mela Ground (Main Venue),6223,38,6
Shri Bade Hanuman Temple,2540,39,1
Dashashwamedh Ghat (Prayagraj),4926,23,16
Kumbh Mela Ground (Main Venue),7872,14,7
Alopankari Temple Area,500,43,1
Kumbh Mela Ground (Main Venue),3720,10,5
Prayagraj Junction,3308,13,6
Prayagraj Junction,3505,29,5
Alopankari Temple Area,5249,12,16
Dashashwamedh Ghat (Prayagraj),2358,18,0
Triveni Sangam (Confluence Zone),13025,25,16
Saraswati Ghat,5645,35,9
Kumbh Mela Ground (Main Venue),9523,15,15
Saraswati Ghat,2571,34,21
Shri Bade Hanuman Temple,8547,28,16
Saraswati Ghat,4247,14,3
Prayagraj Junction,3542,26,7
Kumbh Mela Ground (Main Venue),8602,40,11
Kumbh Mela Ground (Main Venue),14000,16,16
Shri Bade Hanuman Temple,2660,45,23
Prayagraj Junction,5442,18,10
Saraswati Ghat,4059,34,9
Prayagraj Junction,500,27,4
Prayagraj Junction,4746,12,9
Saraswati Ghat,5793,32,15
Saraswati Ghat,1292,33,5
Kumbh Mela Ground (Main Venue),7563,38,4
Kumbh Mela Ground (Main Venue),6993,42,23
Dashashwamedh Ghat (Prayagraj),4158,44,16
Dashashwamedh Ghat (Prayagraj),2372,11,2
Alopankari Temple Area,500,41,0
Prayagraj Junction,3172,45,10
Shri Bade Hanuman Temple,7078,42,16
Kumbh Mela Ground (Main Venue),6710,26,5
Kumbh Mela Ground (Main Venue),8721,23,18
Triveni Sangam (Confluence Zone),14090,11,11
Shri Bade Hanuman Temple,5192,19,8
Triveni Sangam (Confluence Zone),5188,36,5
Prayagraj Junction,4716,35,17
Alopankari Temple Area,5641,26,16
Triveni Sangam (Confluence Zone),13176,23,12
Triveni Sangam (Confluence Zone),13627,25,20
Saraswati Ghat,7388,21,15
Alopankari Temple Area,5446,45,20
Alopankari Temple Area,6631,43,14
Kumbh Mela Ground (Main Venue),9641,29,9
Dashashwamedh Ghat (Prayagraj),500,41,23
Triveni Sangam (Confluence Zone),8676,10,9
Kumbh Mela Ground (Main Venue),5078,42,1
Kumbh Mela Ground (Main Venue),11440,25,13
Shri Bade Hanuman Temple,7071,33,23
Prayagraj Junction,3500,15,9
Shri Bade Hanuman Temple,7851,24,7
Dashashwamedh Ghat (Prayagraj),5463,21,16
Prayagraj Junction,500,14,3
Kumbh Mela Ground (Main Venue),9353,26,19
Triveni Sangam (Confluence Zone),14057,23,9
Kumbh Mela Ground (Main Venue),7636,12,3
Prayagraj Junction,4388,11,5
Saraswati Ghat,3921,38,7
Shri Bade Hanuman Temple,8142,36,6
Shri Bade Hanuman Temple,9333,10,17
Shri Bade Hanuman Temple,11165,26,12
Saraswati Ghat,500,13,5
Saraswati Ghat,2482,21,0
Alopankari Temple Area,1080,40,20
Dashashwamedh Ghat (Prayagraj),952,34,3
Alopankari Temple Area,5981,31,18
Kumbh Mela Ground (Main Venue),7791,38,14
Kumbh Mela Ground (Main Venue),6477,19,18
Shri Bade Hanuman Temple,6937,45,21
Prayagraj Junction,4014,41,17
Dashashwamedh Ghat (Prayagraj),3369,13,2
Prayagraj Junction,3987,36,13
Kumbh Mela Ground (Main Venue),8339,12,8
Alopankari Temple Area,1366,44,6
Saraswati Ghat,6313,29,8
Triveni Sangam (Confluence Zone),10581,35,15
Prayagraj Junction,5905,44,16
Triveni Sangam (Confluence Zone),13153,25,11
Shri Bade Hanuman Temple,8488,15,11
Saraswati Ghat,2722,21,2
Saraswati Ghat,7363,12,12
Shri Bade Hanuman Temple,4380,43,3
Triveni Sangam (Confluence Zone),12365,17,1
Dashashwamedh Ghat (Prayagraj),7078,38,13
Triveni Sangam (Confluence Zone),14253,35,6
Kumbh Mela Ground (Main Venue),6282,12,23
Prayagraj Junction,5484,22,13
Alopankari Temple Area,4588,31,10
Kumbh Mela Ground (Main Venue),4752,16,0
Saraswati Ghat,3294,19,6
Alopankari Temple Area,6019,40,16
Alopankari Temple Area,2022,33,5
Alopankari Temple Area,500,20,0
Kumbh Mela Ground (Main Venue),9829,43,15
Dashashwamedh Ghat (Prayagraj),5575,10,7
Dashashwamedh Ghat (Prayagraj),4190,42,6
Alopankari Temple Area,5176,45,19
Shri Bade Hanuman Temple,2786,31,3
Prayagraj Junction,4097,35,18
Shri Bade Hanuman Temple,3278,30,5
Prayagraj Junction,7312,44,14
Alopankari Temple Area,3609,45,11
Kumbh Mela Ground (Main Venue),8602,32,11
Dashashwamedh Ghat (Prayagraj),1129,39,17
Triveni Sangam (Confluence Zone),15681,10,14
Shri Bade Hanuman Temple,9932,32,15
Dashashwamedh Ghat (Prayagraj),500,45,3
Prayagraj Junction,7403,11,14
Prayagraj Junction,500,17,0
Saraswati Ghat,5165,24,9
Alopankari Temple Area,3907,44,20
Saraswati Ghat,5231,27,7
Triveni Sangam (Confluence Zone),10344,35,16
Shri Bade Hanuman Temple,11161,16,14
Triveni Sangam (Confluence Zone),9743,19,6
Shri Bade Hanuman Temple,6557,44,12
Shri Bade Hanuman Temple,7577,42,10
Shri Bade Hanuman Temple,6215,19,19
Kumbh Mela Ground (Main Venue),7712,38,14
Alopankari Temple Area,5081,35,19
Dashashwamedh Ghat (Prayagraj),2380,40,3
Shri Bade Hanuman Temple,11222,17,13
Saraswati Ghat,3208,35,10
Shri Bade Hanuman Temple,7179,29,14
Prayagraj Junction,2791,38,2
Saraswati Ghat,3097,35,5
Alopankari Temple Area,8433,26,12
Saraswati Ghat,4842,44,8
Triveni Sangam (Confluence Zone),6835,38,6
Saraswati Ghat,500,28,0
Dashashwamedh Ghat (Prayagraj),6918,24,7
Triveni Sangam (Confluence Zone),8678,18,5
Prayagraj Junction,500,34,3
Dashashwamedh Ghat (Prayagraj),2202,11,1
Alopankari Temple Area,1626,41,4
Alopankari Temple Area,588,40,9
Shri Bade Hanuman Temple,8949,41,13
Shri Bade Hanuman Temple,3493,21,0
Saraswati Ghat,3794,23,3
Dashashwamedh Ghat (Prayagraj),4289,18,7
Triveni Sangam (Confluence Zone),8227,23,4
Dashashwamedh Ghat (Prayagraj),4818,11,7
Saraswati Ghat,3120,17,17
Prayagraj Junction,5627,25,10
Triveni Sangam (Confluence Zone),8545,19,11
Shri Bade Hanuman Temple,7654,30,13
Alopankari Temple Area,7106,40,12
Saraswati Ghat,2631,16,1
Triveni Sangam (Confluence Zone),11727,31,14
Dashashwamedh Ghat (Prayagraj),4424,20,23
Prayagraj Junction,5111,34,18
Triveni Sangam (Confluence Zone),10560,10,12
Shri Bade Hanuman Temple,6397,29,21
Dashashwamedh Ghat (Prayagraj),1788,23,4
Dashashwamedh Ghat (Prayagraj),6918,18,20
Dashashwamedh Ghat (Prayagraj),2210,18,4
Kumbh Mela Ground (Main Venue),13595,20,13
Triveni Sangam (Confluence Zone),11556,18,3
Prayagraj Junction,8561,24,16
Shri Bade Hanuman Temple,9115,28,17
Triveni Sangam (Confluence Zone),13302,29,21
Prayagraj Junction,4812,39,14
Dashashwamedh Ghat (Prayagraj),2460,29,2
Shri Bade Hanuman Temple,6431,27,17
Dashashwamedh Ghat (Prayagraj),2519,38,13
Dashashwamedh Ghat (Prayagraj),1060,21,4
Kumbh Mela Ground (Main Venue),13719,12,16
Kumbh Mela Ground (Main Venue),4754,37,10
Alopankari Temple Area,1469,41,17
Saraswati Ghat,1996,42,1
Shri Bade Hanuman Temple,5501,34,0
Triveni Sangam (Confluence Zone),8331,34,3
Prayagraj Junction,4146,36,17
Alopankari Temple Area,4625,33,17
Dashashwamedh Ghat (Prayagraj),509,23,5
Saraswati Ghat,6056,27,20
Alopankari Temple Area,2232,27,10
Dashashwamedh Ghat (Prayagraj),3744,42,10
Triveni Sangam (Confluence Zone),11435,27,12
Alopankari Temple Area,500,43,0
Shri Bade Hanuman Temple,8538,22,17
Triveni Sangam (Confluence Zone),10912,17,23
Kumbh Mela Ground (Main Venue),3932,31,1
Shri Bade Hanuman Temple,7028,25,8
Kumbh Mela Ground (Main Venue),12075,30,16
Shri Bade Hanuman Temple,7140,39,8
Saraswati Ghat,2978,13,1
Saraswati Ghat,2047,25,22
Kumbh Mela Ground (Main Venue),5441,22,3
Dashashwamedh Ghat (Prayagraj),1377,41,21
Prayagraj Junction,3343,26,22
Kumbh Mela Ground (Main Venue),10095,41,14
Prayagraj Junction,4086,28,16
Prayagraj Junction,5707,29,7
Alopankari Temple Area,3367,21,0
Shri Bade Hanuman Temple,4401,42,9
Shri Bade Hanuman Temple,4236,23,23
Dashashwamedh Ghat (Prayagraj),6750,44,16
Shri Bade Hanuman Temple,5464,35,5
Kumbh Mela Ground (Main Venue),3234,37,5
Alopankari Temple Area,3264,10,6
Shri Bade Hanuman Temple,3040,25,4
Shri Bade Hanuman Temple,7135,45,16
Alopankari Temple Area,2945,31,2
Saraswati Ghat,2719,38,21
Kumbh Mela Ground (Main Venue),5433,13,22
Dashashwamedh Ghat (Prayagraj),5931,38,14
Alopankari Temple Area,6707,44,12
Alopankari Temple Area,6560,29,6
Triveni Sangam (Confluence Zone),16499,35,15
Alopankari Temple Area,2562,20,19
Kumbh Mela Ground (Main Venue),5589,43,18
Dashashwamedh Ghat (Prayagraj),3025,23,7
Shri Bade Hanuman Temple,5585,24,17
Prayagraj Junction,6409,13,8
Prayagraj Junction,1957,39,18
Shri Bade Hanuman Temple,5522,12,9
Saraswati Ghat,4341,14,6
Saraswati Ghat,6248,45,14
Dashashwamedh Ghat (Prayagraj),968,18,2
Kumbh Mela Ground (Main Venue),9199,32,6
Shri Bade Hanuman Temple,6893,45,21
Triveni Sangam (Confluence Zone),7576,36,0
Saraswati Ghat,4844,28,13
Shri Bade Hanuman Temple,1507,42,1
Triveni Sangam (Confluence Zone),10391,43,3
Triveni Sangam (Confluence Zone),6773,16,22
Triveni Sangam (Confluence Zone),12966,13,21
Prayagraj Junction,919,41,4
Prayagraj Junction,6954,25,13
Triveni Sangam (Confluence Zone),6641,26,0
Kumbh Mela Ground (Main Venue),6310,18,20
Saraswati Ghat,2281,21,11
Alopankari Temple Area,500,44,2
Shri Bade Hanuman Temple,9716,28,18
Alopankari Temple Area,2240,40,6
Triveni Sangam (Confluence Zone),12006,34,6
Shri Bade Hanuman Temple,6114,18,18
Saraswati Ghat,4243,37,6
Saraswati Ghat,4892,37,10
Kumbh Mela Ground (Main Venue),7735,43,11
Prayagraj Junction,1031,36,6
Triveni Sangam (Confluence Zone),14734,20,9
Triveni Sangam (Confluence Zone),16269,27,15
Dashashwamedh Ghat (Prayagraj),6165,21,12
Prayagraj Junction,4872,24,12
Triveni Sangam (Confluence Zone),9118,23,23
Prayagraj Junction,567,41,5
Shri Bade Hanuman Temple,11167,35,15
Saraswati Ghat,5866,13,21
Alopankari Temple Area,4466,29,19
Dashashwamedh Ghat (Prayagraj),2185,38,17
Saraswati Ghat,500,39,4
Dashashwamedh Ghat (Prayagraj),3929,17,6
Triveni Sangam (Confluence Zone),11327,18,11
Shri Bade Hanuman Temple,3731,38,2
Dashashwamedh Ghat (Prayagraj),2293,45,4
Prayagraj Junction,3014,18,1
Dashashwamedh Ghat (Prayagraj),500,10,1
Triveni Sangam (Confluence Zone),8142,31,10
Saraswati Ghat,4133,39,12
Prayagraj Junction,5888,40,15
Shri Bade Hanuman Temple,9820,30,14
Alopankari Temple Area,2881,21,23
Alopankari Temple Area,1455,22,22
Prayagraj Junction,3657,34,0
Shri Bade Hanuman Temple,7638,32,8
Triveni Sangam (Confluence Zone),11437,17,2
Alopankari Temple Area,1993,29,1
Dashashwamedh Ghat (Prayagraj),1171,23,4
Triveni Sangam (Confluence Zone),13296,10,12
Shri Bade Hanuman Temple,5555,31,23
Prayagraj Junction,8296,23,16
Shri Bade Hanuman Temple,8287,37,10
Prayagraj Junction,2727,35,18
Saraswati Ghat,500,30,0
Alopankari Temple Area,4795,16,13
Kumbh Mela Ground (Main Venue),7852,38,3
Triveni Sangam (Confluence Zone),12669,44,10
Kumbh Mela Ground (Main Venue),7603,13,23
Prayagraj Junction,1405,39,6
Shri Bade Hanuman Temple,8099,14,10
Prayagraj Junction,4772,35,14
Prayagraj Junction,4318,35,17
Shri Bade Hanuman Temple,4234,42,11
Prayagraj Junction,6523,29,10
Shri Bade Hanuman Temple,7585,45,11
Shri Bade Hanuman Temple,5248,16,1
Prayagraj Junction,6434,44,16
Prayagraj Junction,2272,20,8
Shri Bade Hanuman Temple,9804,30,13
Prayagraj Junction,6065,44,16
Saraswati Ghat,3507,12,21
Alopankari Temple Area,5475,15,18
Alopankari Temple Area,4928,39,6
Saraswati Ghat,5842,15,20
Kumbh Mela Ground (Main Venue),9968,32,21
Prayagraj Junction,4826,13,11
Saraswati Ghat,3385,27,3
Prayagraj Junction,6811,12,20
Alopankari Temple Area,3193,10,3
Shri Bade Hanuman Temple,6086,36,13
Triveni Sangam (Confluence Zone),14456,11,19
Dashashwamedh Ghat (Prayagraj),2250,12,6
Saraswati Ghat,5936,31,12
Alopankari Temple Area,1184,12,3
Prayagraj Junction,6684,29,6
Saraswati Ghat,907,43,8
Prayagraj Junction,5812,35,6
Kumbh Mela Ground (Main Venue),8917,15,21
Alopankari Temple Area,2510,37,3
Dashashwamedh Ghat (Prayagraj),5075,39,13
Prayagraj Junction,500,19,5
Prayagraj Junction,554,12,3
Shri Bade Hanuman Temple,5514,25,3
Prayagraj Junction,4764,44,16
Shri Bade Hanuman Temple,3442,18,2
Kumbh Mela Ground (Main Venue),8107,19,21
Alopankari Temple Area,2042,20,8
Dashashwamedh Ghat (Prayagraj),5099,35,6
Triveni Sangam (Confluence Zone),11319,13,18
Dashashwamedh Ghat (Prayagraj),4857,19,21
Kumbh Mela Ground (Main Venue),6414,21,6
Prayagraj Junction,2551,15,4
Prayagraj Junction,662,44,8
Kumbh Mela Ground (Main Venue),4770,13,1
Prayagraj Junction,3792,37,20
Dashashwamedh Ghat (Prayagraj),2936,43,11
Triveni Sangam (Confluence Zone),13491,17,6
Shri Bade Hanuman Temple,3775,38,2
Shri Bade Hanuman Temple,1184,36,5
Shri Bade Hanuman Temple,6804,37,14
Saraswati Ghat,5238,18,20
Kumbh Mela Ground (Main Venue),8958,16,9
Alopankari Temple Area,4640,15,9
Prayagraj Junction,4001,28,10
Prayagraj Junction,1287,38,6
Dashashwamedh Ghat (Prayagraj),8916,25,13
Saraswati Ghat,1176,38,7
Alopankari Temple Area,2935,10,8
Saraswati Ghat,2037,10,11
Alopankari Temple Area,3503,25,22
Prayagraj Junction,4773,10,21
Kumbh Mela Ground (Main Venue),8642,34,0
Alopankari Temple Area,3263,33,19
Saraswati Ghat,500,38,5
Kumbh Mela Ground (Main Venue),9171,15,15
Prayagraj Junction,4009,11,3
Prayagraj Junction,3585,23,18
Kumbh Mela Ground (Main Venue),5089,41,10
Shri Bade Hanuman Temple,5269,25,9
Saraswati Ghat,3183,35,0
Alopankari Temple Area,1359,42,6
Shri Bade Hanuman Temple,3761,36,8
Kumbh Mela Ground (Main Venue),7901,25,17
Alopankari Temple Area,6267,23,12
Alopankari Temple Area,2030,10,6
Triveni Sangam (Confluence Zone),10378,10,6
Dashashwamedh Ghat (Prayagraj),4515,22,7
Shri Bade Hanuman Temple,8372,40,11
Dashashwamedh Ghat (Prayagraj),6810,11,16
Alopankari Temple Area,2005,31,9
Prayagraj Junction,4204,36,10
Kumbh Mela Ground (Main Venue),8297,39,12
Shri Bade Hanuman Temple,9443,10,8
Kumbh Mela Ground (Main Venue),12915,11,16
Triveni Sangam (Confluence Zone),14047,25,11
Saraswati Ghat,500,36,2
Dashashwamedh Ghat (Prayagraj),2560,14,3
Saraswati Ghat,4422,35,18
Saraswati Ghat,5321,16,7
Kumbh Mela Ground (Main Venue),3166,37,2
Shri Bade Hanuman Temple,6082,11,7
Kumbh Mela Ground (Main Venue),6590,30,2
Triveni Sangam (Confluence Zone),11199,33,9
Alopankari Temple Area,746,22,23
Kumbh Mela Ground (Main Venue),4006,35,3
Triveni Sangam (Confluence Zone),8671,40,10
Dashashwamedh Ghat (Prayagraj),1198,20,22
Triveni Sangam (Confluence Zone),11490,26,22
Shri Bade Hanuman Temple,6443,43,19
Dashashwamedh Ghat (Prayagraj),3074,13,6
Kumbh Mela Ground (Main Venue),11024,26,7
Saraswati Ghat,3391,16,22
Triveni Sangam (Confluence Zone),8991,19,22
Triveni Sangam (Confluence Zone),7449,43,7
Prayagraj Junction,4174,35,0
Kumbh Mela Ground (Main Venue),7875,10,20
Shri Bade Hanuman Temple,11608,30,12
Kumbh Mela Ground (Main Venue),6038,29,21
Kumbh Mela Ground (Main Venue),10696,25,19
Triveni Sangam (Confluence Zone),6381,36,3
Triveni Sangam (Confluence Zone),12627,18,17
Alopankari Temple Area,6368,10,15
Triveni Sangam (Confluence Zone),13141,39,17
Alopankari Temple Area,500,38,2
Prayagraj Junction,4692,11,11
Prayagraj Junction,4160,12,11
Prayagraj Junction,3841,13,19
Dashashwamedh Ghat (Prayagraj),3822,11,22
Triveni Sangam (Confluence Zone),12004,11,7
Saraswati Ghat,5157,21,16
Kumbh Mela Ground (Main Venue),8681,17,13
Triveni Sangam (Confluence Zone),12785,20,15
Shri Bade Hanuman Temple,6485,20,20
Shri Bade Hanuman Temple,5521,39,13
Dashashwamedh Ghat (Prayagraj),4369,33,13
Alopankari Temple Area,6105,18,17
Dashashwamedh Ghat (Prayagraj),1216,14,3
Alopankari Temple Area,5848,30,16
Saraswati Ghat,1124,37,22
Triveni Sangam (Confluence Zone),15249,35,12
Shri Bade Hanuman Temple,9428,20,6
Prayagraj Junction,5498,15,9
Dashashwamedh Ghat (Prayagraj),3357,17,8
Kumbh Mela Ground (Main Venue),13436,33,12
Prayagraj Junction,2939,34,1
Triveni Sangam (Confluence Zone),6827,12,0
Alopankari Temple Area,5962,37,12
Saraswati Ghat,4274,14,21
Kumbh Mela Ground (Main Venue),2988,39,3
Kumbh Mela Ground (Main Venue),7593,12,21
Prayagraj Junction,3131,11,3
Triveni Sangam (Confluence Zone),6187,15,4
Shri Bade Hanuman Temple,5603,34,0
Prayagraj Junction,7495,25,15
Triveni Sangam (Confluence Zone),10204,45,19
Shri Bade Hanuman Temple,8518,11,16
Shri Bade Hanuman Temple,8802,15,8
Prayagraj Junction,626,33,4
Saraswati Ghat,4735,26,9
Triveni Sangam (Confluence Zone),9228,11,10
Prayagraj Junction,1410,10,22
Kumbh Mela Ground (Main Venue),11838,27,7
Alopankari Temple Area,2366,23,18
Dashashwamedh Ghat (Prayagraj),6611,25,17
Shri Bade Hanuman Temple,5320,43,6
Alopankari Temple Area,5644,13,12
Triveni Sangam (Confluence Zone),9152,16,7
Prayagraj Junction,1392,43,4
Saraswati Ghat,4633,26,10
Prayagraj Junction,5081,28,7
Triveni Sangam (Confluence Zone),5787,43,3
Dashashwamedh Ghat (Prayagraj),892,40,8
Dashashwamedh Ghat (Prayagraj),2066,32,20
Saraswati Ghat,5153,10,17
Saraswati Ghat,3006,26,11
Prayagraj Junction,7155,26,13
Kumbh Mela Ground (Main Venue),6286,29,7
Saraswati Ghat,2336,11,9
Alopankari Temple Area,5775,37,16
Shri Bade Hanuman Temple,7874,22,10
Kumbh Mela Ground (Main Venue),7172,28,10
Alopankari Temple Area,2937,38,1
Shri Bade Hanuman Temple,7772,15,19
Alopankari Temple Area,4087,20,21
Alopankari Temple Area,2170,39,19
Dashashwamedh Ghat (Prayagraj),500,42,1
Alopankari Temple Area,1374,44,2
Shri Bade Hanuman Temple,6533,27,9
Alopankari Temple Area,5347,12,6
Kumbh Mela Ground (Main Venue),8448,28,3
Dashashwamedh Ghat (Prayagraj),500,45,23
Triveni Sangam (Confluence Zone),15440,35,16
Prayagraj Junction,1149,42,6
Shri Bade Hanuman Temple,7507,17,15
Triveni Sangam (Confluence Zone),7882,17,2
Triveni Sangam (Confluence Zone),13482,25,21
Dashashwamedh Ghat (Prayagraj),1952,27,5
Shri Bade Hanuman Temple,7153,38,8
Prayagraj Junction,4820,22,10
Triveni Sangam (Confluence Zone),13714,25,18
Saraswati Ghat,734,44,3
Alopankari Temple Area,4693,11,11
Saraswati Ghat,8995,11,12
Saraswati Ghat,6350,24,18
Dashashwamedh Ghat (Prayagraj),4164,14,21
Saraswati Ghat,1426,44,22
Prayagraj Junction,4987,25,6
Prayagraj Junction,8662,17,12
Shri Bade Hanuman Temple,4417,37,5
Prayagraj Junction,4624,11,21
Prayagraj Junction,4798,28,18
Alopankari Temple Area,843,14,2
Kumbh Mela Ground (Main Venue),5904,24,3
Alopankari Temple Area,8647,11,12
Triveni Sangam (Confluence Zone),10229,24,19
Prayagraj Junction,2659,28,9
Shri Bade Hanuman Temple,4045,18,1
Shri Bade Hanuman Temple,7829,12,20
Triveni Sangam (Confluence Zone),6424,17,2
Kumbh Mela Ground (Main Venue),11806,31,6
Prayagraj Junction,6468,13,19
Saraswati Ghat,1999,44,1
Prayagraj Junction,3110,25,20
Prayagraj Junction,5500,12,15
Dashashwamedh Ghat (Prayagraj),3569,28,23
Prayagraj Junction,2124,26,21
Prayagraj Junction,3456,15,7
Saraswati Ghat,894,41,22
Kumbh Mela Ground (Main Venue),10751,24,10
Alopankari Temple Area,2590,28,1
Triveni Sangam (Confluence Zone),6653,44,10
Saraswati Ghat,3903,22,9
Shri Bade Hanuman Temple,5349,32,3
Saraswati Ghat,2236,35,9
Shri Bade Hanuman Temple,7014,43,7
Saraswati Ghat,7299,28,15
Shri Bade Hanuman Temple,7398,34,23
Triveni Sangam (Confluence Zone),10360,23,1
Triveni Sangam (Confluence Zone),13420,15,10
Dashashwamedh Ghat (Prayagraj),1168,45,20
Shri Bade Hanuman Temple,4416,39,4
Triveni Sangam (Confluence Zone),6387,37,22
Kumbh Mela Ground (Main Venue),9177,10,22
Dashashwamedh Ghat (Prayagraj),2069,26,11
Alopankari Temple Area,5772,41,12
Shri Bade Hanuman Temple,5397,29,19
Prayagraj Junction,2600,30,11
Alopankari Temple Area,500,42,1
Alopankari Temple Area,2479,44,22
Kumbh Mela Ground (Main Venue),6332,17,5
Saraswati Ghat,4666,32,16
Dashashwamedh Ghat (Prayagraj),2045,18,9
Kumbh Mela Ground (Main Venue),8008,32,18
Triveni Sangam (Confluence Zone),11689,18,2
Prayagraj Junction,5778,26,21
Alopankari Temple Area,6362,35,18
Dashashwamedh Ghat (Prayagraj),5818,33,8
Dashashwamedh Ghat (Prayagraj),500,24,23
Dashashwamedh Ghat (Prayagraj),4401,22,6
Prayagraj Junction,5916,23,14
Shri Bade Hanuman Temple,7639,29,16
Prayagraj Junction,3832,18,20
Kumbh Mela Ground (Main Venue),10236,32,14
Alopankari Temple Area,3106,39,12
Alopankari Temple Area,3875,40,6
Dashashwamedh Ghat (Prayagraj),3655,29,11
Saraswati Ghat,6947,32,7
Shri Bade Hanuman Temple,1894,45,3
Dashashwamedh Ghat (Prayagraj),3437,45,10
Saraswati Ghat,1577,39,5
Saraswati Ghat,4614,36,13
Triveni Sangam (Confluence Zone),12924,27,17
Prayagraj Junction,4079,40,13
Saraswati Ghat,3475,32,22
Shri Bade Hanuman Temple,5892,40,2
Shri Bade Hanuman Temple,8731,28,9
Prayagraj Junction,2789,24,20
Shri Bade Hanuman Temple,7218,10,8
Alopankari Temple Area,3046,36,7
Triveni Sangam (Confluence Zone),11658,19,17
Dashashwamedh Ghat (Prayagraj),3794,26,11
Triveni Sangam (Confluence Zone),7520,20,3
Saraswati Ghat,2529,35,23
Kumbh Mela Ground (Main Venue),9431,13,20
Alopankari Temple Area,3740,38,14
Alopankari Temple Area,1914,36,3
Kumbh Mela Ground (Main Venue),11127,20,19
Dashashwamedh Ghat (Prayagraj),584,17,1
Kumbh Mela Ground (Main Venue),5939,27,1
Prayagraj Junction,1318,42,4
Shri Bade Hanuman Temple,3379,45,5
Triveni Sangam (Confluence Zone),5602,24,4
Shri Bade Hanuman Temple,7810,30,16
Prayagraj Junction,3797,25,9
Kumbh Mela Ground (Main Venue),6578,43,14
Prayagraj Junction,6045,18,8
Alopankari Temple Area,1867,37,17
Prayagraj Junction,500,42,2
Prayagraj Junction,3032,43,11
Alopankari Temple Area,5454,43,13
Kumbh Mela Ground (Main Venue),8594,35,13
Kumbh Mela Ground (Main Venue),6647,16,11
Saraswati Ghat,3422,42,7
Shri Bade Hanuman Temple,6358,15,17
Dashashwamedh Ghat (Prayagraj),5041,25,21
Dashashwamedh Ghat (Prayagraj),1054,22,4
Shri Bade Hanuman Temple,5504,45,23
Kumbh Mela Ground (Main Venue),10814,23,6
